name,url,file_size,domestic_total_gross,distributor,release_date,genre,runtime,mpaa_rating,production_budget
drumline,http://www.boxofficemojo.com/movies/?id=drumline.htm,23590,"$56,399,184",Fox,"December 13, 2002",Music Drama,1 hrs. 58 min.,PG-13,$20 million
vangogh,http://www.boxofficemojo.com/movies/?id=vangogh.htm,17050,"$193,205",Sony Classics,"October 30, 1992",Foreign,2 hrs. 35 min.,R,N/A
babygeniuses,http://www.boxofficemojo.com/movies/?id=babygeniuses.htm,20892,"$27,250,736",Sony / Columbia,"March 12, 1999",Family Comedy,1 hrs. 35 min.,PG,$12 million
modernproblems,http://www.boxofficemojo.com/movies/?id=modernproblems.htm,18160,"$26,154,211",Fox,"December 25, 1981",Fantasy Comedy,1 hrs. 29 min.,PG,N/A
bambi88,http://www.boxofficemojo.com/movies/?id=bambi88.htm,20516,"$39,047,150Domestic Lifetime Gross: $102,247,150",Buena Vista,"July 15, 1988",Animation,1 hrs. 9 min.,G,N/A
funhouse,http://www.boxofficemojo.com/movies/?id=funhouse.htm,18512,"$7,886,857",Universal,"March 13, 1981",Horror,1 hrs. 36 min.,R,N/A
eyesofastranger,http://www.boxofficemojo.com/movies/?id=eyesofastranger.htm,17463,"$1,118,634",Warner Bros.,"March 27, 1981",Unknown,1 hrs. 30 min.,R,N/A
upinsmoke,http://www.boxofficemojo.com/movies/?id=upinsmoke.htm,16946,"$44,364,244",Paramount,"August 11, 1978",Comedy,1 hrs. 25 min.,R,N/A
paulblart2,http://www.boxofficemojo.com/movies/?id=paulblart2.htm,25704,"$71,038,190",Sony / Columbia,"April 17, 2015",Comedy,1 hrs. 34 min.,PG,$30 million
grudge,http://www.boxofficemojo.com/movies/?id=grudge.htm,30460,"$110,359,362",Sony / Columbia,"October 22, 2004",Horror,1 hrs. 36 min.,PG-13,$10 million
guiltyassin,http://www.boxofficemojo.com/movies/?id=guiltyassin.htm,20656,"$22,866,222",Buena Vista,"June 4, 1993",Thriller,1 hrs. 47 min.,R,N/A
truthorconsequencesnm,http://www.boxofficemojo.com/movies/?id=truthorconsequencesnm.htm,19423,"$109,261",Sony / Columbia,"May 2, 1997",Action / Crime,1 hrs. 46 min.,R,N/A
boilingpoint,http://www.boxofficemojo.com/movies/?id=boilingpoint.htm,19853,"$10,058,318",Warner Bros.,"April 16, 1993",Action,1 hrs. 33 min.,R,N/A
messenger,http://www.boxofficemojo.com/movies/?id=messenger.htm,23924,"$14,276,317",Sony / Columbia,"November 12, 1999",War,2 hrs. 38 min.,R,$85 million
booamadeahalloween,http://www.boxofficemojo.com/movies/?id=booamadeahalloween.htm,24539,"$73,206,343",Lionsgate,"October 21, 2016",Horror Comedy,1 hrs. 43 min.,PG-13,$20 million
moscowonthehudson,http://www.boxofficemojo.com/movies/?id=moscowonthehudson.htm,20621,"$25,068,724",Columbia,"April 6, 1984",Comedy / Drama,1 hrs. 57 min.,R,N/A
jaws4,http://www.boxofficemojo.com/movies/?id=jaws4.htm,21935,"$20,763,013",Universal,"July 17, 1987",Horror,1 hrs. 29 min.,PG-13,N/A
ransom,http://www.boxofficemojo.com/movies/?id=ransom.htm,28139,"$136,492,681",Buena Vista,"November 8, 1996",Thriller,2 hrs. 1 min.,R,N/A
prisonerofzenda,http://www.boxofficemojo.com/movies/?id=prisonerofzenda.htm,16444,"$7,650,600",Universal,"May 25, 1979",Action / Adventure,1 hrs. 48 min.,PG,$12.5 million
darkshadows,http://www.boxofficemojo.com/movies/?id=darkshadows.htm,28053,"$79,727,149",Warner Bros.,"May 11, 2012",Horror Comedy,1 hrs. 53 min.,PG-13,$150 million
harlemnights,http://www.boxofficemojo.com/movies/?id=harlemnights.htm,22095,"$60,864,870",Paramount,"November 17, 1989",Period Comedy,1 hrs. 55 min.,R,N/A
grudge2,http://www.boxofficemojo.com/movies/?id=grudge2.htm,27957,"$39,143,839",Sony / Columbia,"October 13, 2006",Horror,1 hrs. 35 min.,PG-13,$20 million
theoryofeverything,http://www.boxofficemojo.com/movies/?id=theoryofeverything.htm,25275,"$35,893,537",Focus Features,"November 7, 2014",Drama,2 hrs. 3 min.,PG-13,$15 million
theeaglehuntress,http://www.boxofficemojo.com/movies/?id=theeaglehuntress.htm,19190,"$3,169,351",Sony Classics,"November 2, 2016",Documentary,1 hrs. 27 min.,G,N/A
apocalypto,http://www.boxofficemojo.com/movies/?id=apocalypto.htm,24914,"$50,866,635",Buena Vista,"December 8, 2006",Period Adventure,2 hrs. 18 min.,R,$40 million
42,http://www.boxofficemojo.com/movies/?id=42.htm,25997,"$95,020,213",Warner Bros.,"April 12, 2013",Sports Drama,2 hrs. 8 min.,PG-13,$40 million
honeysucklerose,http://www.boxofficemojo.com/movies/?id=honeysucklerose.htm,18002,"$17,815,212",Warner Bros.,"July 18, 1980",Music Drama,1 hrs. 59 min.,PG,N/A
italianforbeginners,http://www.boxofficemojo.com/movies/?id=italianforbeginners.htm,20374,"$4,544,753",Miramax,"January 18, 2002",Foreign,1 hrs. 52 min.,R,"$1,000,000"
shallwedance97,http://www.boxofficemojo.com/movies/?id=shallwedance97.htm,19195,"$9,499,091",Miramax,"July 11, 1997",Foreign,2 hrs. 15 min.,PG,N/A
nottinghill,http://www.boxofficemojo.com/movies/?id=nottinghill.htm,26878,"$116,089,678",Universal,"May 28, 1999",Romantic Comedy,2 hrs. 4 min.,PG-13,$42 million
judge,http://www.boxofficemojo.com/movies/?id=judge.htm,24563,"$47,119,388",Warner Bros.,"October 10, 2014",Drama,2 hrs. 21 min.,R,$50 million
childsplay2,http://www.boxofficemojo.com/movies/?id=childsplay2.htm,22641,"$28,501,605",Universal,"November 9, 1990",Horror,1 hrs. 24 min.,R,N/A
iloveyouman,http://www.boxofficemojo.com/movies/?id=iloveyouman.htm,25762,"$71,440,011",Paramount (DreamWorks),"March 20, 2009",Comedy,1 hrs. 50 min.,R,N/A
whattodoincaseoffire,http://www.boxofficemojo.com/movies/?id=whattodoincaseoffire.htm,19457,"$33,545",Sony / Columbia,"July 19, 2002",Unknown,1 hrs. 41 min.,R,N/A
closeencounters2017,http://www.boxofficemojo.com/movies/?id=closeencounters2017.htm,20386,"$3,100,479Domestic Lifetime Gross: $135,189,114",Sony / Columbia,"September 1, 2017",Sci-Fi,2 hrs. 17 min.,PG,N/A
laika2014,http://www.boxofficemojo.com/movies/?id=laika2014.htm,27387,"$50,837,305",Focus Features,"September 26, 2014",Animation,1 hrs. 37 min.,PG,$60 million
fluke,http://www.boxofficemojo.com/movies/?id=fluke.htm,20076,"$3,987,768",MGM,"June 2, 1995",Family,1 hrs. 36 min.,PG,N/A
heartburn,http://www.boxofficemojo.com/movies/?id=heartburn.htm,20639,"$25,314,189",Paramount,"July 25, 1986",Comedy / Drama,1 hrs. 49 min.,R,N/A
howtotrainyourdragon2,http://www.boxofficemojo.com/movies/?id=howtotrainyourdragon2.htm,34924,"$177,002,924",Fox,"June 13, 2014",Animation,1 hrs. 45 min.,PG,$145 million
monstersvsaliens,http://www.boxofficemojo.com/movies/?id=monstersvsaliens.htm,36954,"$198,351,526",Paramount (DreamWorks),"March 27, 2009",Animation,1 hrs. 34 min.,PG,$175 million
fabulousstains,http://www.boxofficemojo.com/movies/?id=fabulousstains.htm,17105,"$25,728",Paramount,"October 15, 1982",Music Drama,1 hrs. 27 min.,R,N/A
trainoflife,http://www.boxofficemojo.com/movies/?id=trainoflife.htm,19020,,Paramount Classics,"November 5, 1999",Unknown,1 hrs. 43 min.,R,N/A
heartbreakridge,http://www.boxofficemojo.com/movies/?id=heartbreakridge.htm,22621,"$42,724,017",Warner Bros.,"December 5, 1986",War,2 hrs. 10 min.,R,N/A
lizziemcguiremovie,http://www.boxofficemojo.com/movies/?id=lizziemcguiremovie.htm,24875,"$42,734,455",Buena Vista,"May 2, 2003",Family Adventure,1 hrs. 30 min.,PG,$17 million
unhookthestars,http://www.boxofficemojo.com/movies/?id=unhookthestars.htm,19407,"$272,542",Miramax,"November 1, 1996",Unknown,1 hrs. 43 min.,R,N/A
thecomedian17,http://www.boxofficemojo.com/movies/?id=thecomedian17.htm,21814,"$1,659,002",Sony Classics,"December 9, 2016",Comedy,1 hrs. 59 min.,R,N/A
santaclause3,http://www.boxofficemojo.com/movies/?id=santaclause3.htm,28890,"$84,500,122",Buena Vista,"November 3, 2006",Family Comedy,1 hrs. 38 min.,G,N/A
joedirt,http://www.boxofficemojo.com/movies/?id=joedirt.htm,23786,"$27,087,695",Sony / Columbia,"April 11, 2001",Comedy,1 hrs. 31 min.,PG-13,$17.7 million
singinintherain02,http://www.boxofficemojo.com/movies/?id=singinintherain02.htm,19582,"$120,420Domestic Lifetime Gross: $1,826,108",Warner Bros.,"November 8, 2002",Unknown,N/A,G,N/A
yesman,http://www.boxofficemojo.com/movies/?id=yesman.htm,27192,"$97,690,976",Warner Bros.,"December 19, 2008",Comedy,1 hrs. 44 min.,PG-13,$70 million
saved,http://www.boxofficemojo.com/movies/?id=saved.htm,22361,"$8,940,582",United Artists,"May 28, 2004",Comedy,1 hrs. 33 min.,PG-13,$5 million
whiteboyz,http://www.boxofficemojo.com/movies/?id=whiteboyz.htm,19546,"$38,738",Fox Searchlight,"September 10, 1999",Unknown,N/A,R,N/A
chickenlittle,http://www.boxofficemojo.com/movies/?id=chickenlittle.htm,40640,"$135,386,665",Buena Vista,"November 4, 2005",Animation,1 hrs. 21 min.,G,$150 million
bullettothehead,http://www.boxofficemojo.com/movies/?id=bullettothehead.htm,24165,"$9,489,829",Warner Bros.,"February 1, 2013",Action Thriller,1 hrs. 31 min.,R,N/A
wearemarshall,http://www.boxofficemojo.com/movies/?id=wearemarshall.htm,28136,"$43,545,364",Warner Bros.,"December 22, 2006",Sports Drama,2 hrs. 7 min.,PG,N/A
robots,http://www.boxofficemojo.com/movies/?id=robots.htm,40402,"$128,200,012",Fox,"March 11, 2005",Animation,1 hrs. 30 min.,PG,$75 million
humantraffic,http://www.boxofficemojo.com/movies/?id=humantraffic.htm,18102,,Miramax,"May 5, 2000",Unknown,1 hrs. 24 min.,R,N/A
commitments,http://www.boxofficemojo.com/movies/?id=commitments.htm,20226,"$14,919,570",Fox,"August 16, 1991",Music Drama,1 hrs. 58 min.,R,N/A
greatgatsby2012,http://www.boxofficemojo.com/movies/?id=greatgatsby2012.htm,30327,"$144,840,419",Warner Bros.,"May 10, 2013",Drama,2 hrs. 23 min.,PG-13,$105 million
manwhoknewtoolittle,http://www.boxofficemojo.com/movies/?id=manwhoknewtoolittle.htm,21601,"$13,717,039",Warner Bros.,"November 14, 1997",Comedy Thriller,1 hrs. 30 min.,PG,$20 million
lastwitchhunter,http://www.boxofficemojo.com/movies/?id=lastwitchhunter.htm,23020,"$27,367,660",Lionsgate/Summit,"October 23, 2015",Action Fantasy,1 hrs. 46 min.,PG-13,$90 million
escapetowitchmountain,http://www.boxofficemojo.com/movies/?id=escapetowitchmountain.htm,17041,"$20,000,000",Buena Vista,"March 21, 1975",Family Adventure,1 hrs. 37 min.,G,N/A
cuttingedge,http://www.boxofficemojo.com/movies/?id=cuttingedge.htm,22224,"$25,105,517",MGM,"March 27, 1992",Sports Comedy,1 hrs. 37 min.,PG,N/A
quietamerican,http://www.boxofficemojo.com/movies/?id=quietamerican.htm,24796,"$12,988,801",Miramax,"November 22, 2002",Drama / Thriller,1 hrs. 58 min.,R,$30 million
havplenty,http://www.boxofficemojo.com/movies/?id=havplenty.htm,19381,"$2,284,034",Miramax,"June 19, 1998",Romantic Comedy,1 hrs. 27 min.,R,N/A
sincity2,http://www.boxofficemojo.com/movies/?id=sincity2.htm,26324,"$13,757,804",Weinstein / Dimension,"August 22, 2014",Crime,1 hrs. 42 min.,R,N/A
familybusiness,http://www.boxofficemojo.com/movies/?id=familybusiness.htm,20666,"$12,195,695",TriStar,"December 15, 1989",Crime Comedy,1 hrs. 53 min.,R,N/A
swimmingupstream,http://www.boxofficemojo.com/movies/?id=swimmingupstream.htm,20161,"$54,965",MGM,"February 4, 2005",Sports Drama,1 hrs. 54 min.,PG-13,N/A
honeymooninvegas,http://www.boxofficemojo.com/movies/?id=honeymooninvegas.htm,21693,"$35,208,854",Columbia,"August 28, 1992",Romantic Comedy,1 hrs. 37 min.,PG-13,$25 million
aliceinwonderland10,http://www.boxofficemojo.com/movies/?id=aliceinwonderland10.htm,44132,"$334,191,110",Buena Vista,"March 5, 2010",Family Adventure,1 hrs. 49 min.,PG,$200 million
newadventuresofpippilongstocking,http://www.boxofficemojo.com/movies/?id=newadventuresofpippilongstocking.htm,20608,"$3,569,939",Columbia,"July 29, 1988",Unknown,1 hrs. 40 min.,G,N/A
icestorm,http://www.boxofficemojo.com/movies/?id=icestorm.htm,21079,"$8,038,061",Fox Searchlight,"September 27, 1997",Drama,1 hrs. 52 min.,R,N/A
endersgame,http://www.boxofficemojo.com/movies/?id=endersgame.htm,26327,"$61,737,191",Lionsgate/Summit,"November 1, 2013",Sci-Fi,1 hrs. 54 min.,PG-13,$110 million
lifeforce,http://www.boxofficemojo.com/movies/?id=lifeforce.htm,20668,"$11,603,545",TriStar,"June 21, 1985",Sci-Fi Horror,1 hrs. 41 min.,R,N/A
starisborn54,http://www.boxofficemojo.com/movies/?id=starisborn54.htm,16769,"$4,335,968",Warner Bros.,"September 29, 1954",Drama,3 hrs. 1 min.,PG,$5.01977 million
k19,http://www.boxofficemojo.com/movies/?id=k19.htm,25265,"$35,168,966",Paramount,"July 19, 2002",Action Thriller,2 hrs. 18 min.,PG-13,$100 million
thelaststation,http://www.boxofficemojo.com/movies/?id=thelaststation.htm,19826,"$6,617,867",Sony Classics,"January 15, 2010",Historical Drama,1 hrs. 52 min.,R,$18 million
eigersanction,http://www.boxofficemojo.com/movies/?id=eigersanction.htm,17175,"$14,200,000",Universal,1975,Action Thriller,2 hrs. 9 min.,R,N/A
beyondthesea,http://www.boxofficemojo.com/movies/?id=beyondthesea.htm,21951,"$6,318,709",Lions Gate,"December 17, 2004",Musical,1 hrs. 58 min.,PG-13,N/A
specialist,http://www.boxofficemojo.com/movies/?id=specialist.htm,22222,"$57,362,582",Warner Bros.,"October 7, 1994",Action,1 hrs. 50 min.,R,$45 million
aceventura,http://www.boxofficemojo.com/movies/?id=aceventura.htm,25116,"$72,217,396",Warner Bros.,"February 4, 1994",Comedy,1 hrs. 27 min.,PG-13,$15 million
browningversion,http://www.boxofficemojo.com/movies/?id=browningversion.htm,20053,"$487,391",Paramount,"October 12, 1994",Period Drama,1 hrs. 37 min.,R,N/A
dasbootdirectorscut,http://www.boxofficemojo.com/movies/?id=dasbootdirectorscut.htm,19199,"$572,426Domestic Lifetime Gross: $11,487,676",Sony / Columbia,"April 4, 1997",Foreign,3 hrs. 29 min.,R,N/A
chamber,http://www.boxofficemojo.com/movies/?id=chamber.htm,22574,"$14,551,359",Universal,"October 11, 1996",Drama / Thriller,1 hrs. 53 min.,R,N/A
canthardlywait,http://www.boxofficemojo.com/movies/?id=canthardlywait.htm,22129,"$25,605,015",Sony / Columbia,"June 12, 1998",Comedy,1 hrs. 41 min.,PG-13,N/A
shesoutofcontrol,http://www.boxofficemojo.com/movies/?id=shesoutofcontrol.htm,20134,"$12,065,892",Columbia,"April 14, 1989",Unknown,1 hrs. 39 min.,PG,N/A
grizzlyman,http://www.boxofficemojo.com/movies/?id=grizzlyman.htm,21629,"$3,178,403",Lions Gate,"August 12, 2005",Documentary,1 hrs. 43 min.,R,N/A
surfsup,http://www.boxofficemojo.com/movies/?id=surfsup.htm,27674,"$58,867,694",Sony / Columbia,"June 8, 2007",Animation,1 hrs. 25 min.,PG,N/A
creed,http://www.boxofficemojo.com/movies/?id=creed.htm,28913,"$109,767,581",Warner Bros. (New Line),"November 25, 2015",Drama,2 hrs. 13 min.,PG-13,$35 million
flipped,http://www.boxofficemojo.com/movies/?id=flipped.htm,20271,"$1,755,212",Warner Bros.,"August 6, 2010",Comedy,1 hrs. 30 min.,PG,$14 million
diehardwithavengeance,http://www.boxofficemojo.com/movies/?id=diehardwithavengeance.htm,26316,"$100,012,499",Fox,"May 19, 1995",Action Thriller,2 hrs. 11 min.,R,$90 million
choke,http://www.boxofficemojo.com/movies/?id=choke.htm,20884,"$2,926,565",Fox Searchlight,"September 26, 2008",Comedy / Drama,1 hrs. 29 min.,R,N/A
straightstory,http://www.boxofficemojo.com/movies/?id=straightstory.htm,19925,"$6,203,044",Buena Vista,"October 15, 1999",Drama,1 hrs. 51 min.,G,N/A
oddcouple,http://www.boxofficemojo.com/movies/?id=oddcouple.htm,17392,"$44,527,234",Paramount,"May 2, 1968",Comedy,1 hrs. 45 min.,G,N/A
stepup4,http://www.boxofficemojo.com/movies/?id=stepup4.htm,24135,"$35,074,677",Lionsgate/Summit,"July 27, 2012",Music Drama,1 hrs. 40 min.,PG-13,$33 million
idealhusband,http://www.boxofficemojo.com/movies/?id=idealhusband.htm,21328,"$18,542,974",Miramax,"June 18, 1999",Period Comedy,1 hrs. 36 min.,PG-13,N/A
radio,http://www.boxofficemojo.com/movies/?id=radio.htm,25203,"$52,333,738",Sony (Revolution),"October 24, 2003",Sports Drama,1 hrs. 45 min.,PG,$35 million
bigmommashouse2,http://www.boxofficemojo.com/movies/?id=bigmommashouse2.htm,26525,"$70,165,972",Fox,"January 27, 2006",Action Comedy,1 hrs. 39 min.,PG-13,$40 million
fishcalledwanda,http://www.boxofficemojo.com/movies/?id=fishcalledwanda.htm,25865,"$62,493,712",MGM,"July 15, 1988",Crime Comedy,1 hrs. 48 min.,R,N/A
proposal,http://www.boxofficemojo.com/movies/?id=proposal.htm,26989,"$163,958,031",Buena Vista,"June 19, 2009",Romantic Comedy,1 hrs. 48 min.,PG-13,$40 million
pastime,http://www.boxofficemojo.com/movies/?id=pastime.htm,17753,"$267,265",Miramax,"August 23, 1991",Unknown,1 hrs. 35 min.,PG,N/A
transformers3,http://www.boxofficemojo.com/movies/?id=transformers3.htm,47888,"$352,390,543",Paramount (DreamWorks),"June 29, 2011",Sci-Fi Action,2 hrs. 34 min.,PG-13,$195 million
irreconcilabledifferences,http://www.boxofficemojo.com/movies/?id=irreconcilabledifferences.htm,20323,"$12,414,210",Warner Bros.,"September 28, 1984",Comedy,1 hrs. 53 min.,PG,N/A
masquerade,http://www.boxofficemojo.com/movies/?id=masquerade.htm,19684,"$15,855,828",MGM,"March 11, 1988",Romantic Thriller,1 hrs. 31 min.,R,N/A
first20million,http://www.boxofficemojo.com/movies/?id=first20million.htm,19304,"$5,491",Fox,"June 28, 2002",Unknown,1 hrs. 45 min.,PG-13,N/A
friendswithmoney,http://www.boxofficemojo.com/movies/?id=friendswithmoney.htm,24181,"$13,368,437",Sony Classics,"April 7, 2006",Comedy / Drama,1 hrs. 27 min.,R,$6.5 million
tigerland,http://www.boxofficemojo.com/movies/?id=tigerland.htm,21246,"$139,692",Fox,"October 6, 2000",Unknown,1 hrs. 40 min.,R,N/A
nunzio,http://www.boxofficemojo.com/movies/?id=nunzio.htm,15445,"$52,195",Universal,"May 12, 1978",Unknown,1 hrs. 25 min.,R,N/A
cinderella2015,http://www.boxofficemojo.com/movies/?id=cinderella2015.htm,32898,"$201,151,353",Buena Vista,"March 13, 2015",Fantasy,1 hrs. 52 min.,PG,$95 million
amityvillehorror05,http://www.boxofficemojo.com/movies/?id=amityvillehorror05.htm,28194,"$65,233,369",MGM,"April 15, 2005",Horror,1 hrs. 29 min.,R,$19 million
cuckoo,http://www.boxofficemojo.com/movies/?id=cuckoo.htm,19639,"$243,936",Sony Classics,"July 11, 2003",Foreign,1 hrs. 44 min.,PG-13,N/A
frankiealice2014,http://www.boxofficemojo.com/movies/?id=frankiealice2014.htm,17840,"$695,876Domestic Lifetime Gross: $706,546",Lionsgate,"April 4, 2014",Drama,1 hrs. 41 min.,R,N/A
310toyuma,http://www.boxofficemojo.com/movies/?id=310toyuma.htm,26430,"$53,606,916",Lionsgate,"September 7, 2007",Western,1 hrs. 57 min.,R,$55 million
misscongeniality2,http://www.boxofficemojo.com/movies/?id=misscongeniality2.htm,28478,"$48,478,006",Warner Bros.,"March 24, 2005",Action Comedy,1 hrs. 47 min.,PG-13,N/A
whataboutbob,http://www.boxofficemojo.com/movies/?id=whataboutbob.htm,21625,"$63,707,829",Buena Vista,"May 17, 1991",Comedy,1 hrs. 39 min.,PG,N/A
invincible06,http://www.boxofficemojo.com/movies/?id=invincible06.htm,25675,"$57,806,952",Buena Vista,"August 25, 2006",Sports Drama,1 hrs. 44 min.,PG,N/A
hungergames3,http://www.boxofficemojo.com/movies/?id=hungergames3.htm,44751,"$337,135,885",Lionsgate,"November 21, 2014",Action / Adventure,2 hrs. 3 min.,PG-13,$125 million
cabinboy,http://www.boxofficemojo.com/movies/?id=cabinboy.htm,18564,"$3,662,459",Buena Vista,"January 7, 1994",Adventure Comedy,1 hrs. 20 min.,PG-13,N/A
pointbreak,http://www.boxofficemojo.com/movies/?id=pointbreak.htm,22593,"$43,218,387",Fox,"July 12, 1991",Action / Crime,2 hrs. 2 min.,R,N/A
charliewilsonswar,http://www.boxofficemojo.com/movies/?id=charliewilsonswar.htm,25892,"$66,661,095",Universal,"December 21, 2007",War Drama,1 hrs. 37 min.,R,$75 million
alvin3d,http://www.boxofficemojo.com/movies/?id=alvin3d.htm,29873,"$133,110,742",Fox,"December 16, 2011",Family Comedy,1 hrs. 27 min.,G,$75 million
monthbythelake,http://www.boxofficemojo.com/movies/?id=monthbythelake.htm,18878,"$2,101,087",Miramax,"September 22, 1995",Period Comedy,1 hrs. 32 min.,PG,N/A
tuckeverlasting,http://www.boxofficemojo.com/movies/?id=tuckeverlasting.htm,23113,"$19,161,999",Buena Vista,"October 11, 2002",Fantasy Drama,1 hrs. 30 min.,PG,N/A
hotchick,http://www.boxofficemojo.com/movies/?id=hotchick.htm,23703,"$35,081,594",Buena Vista,"December 13, 2002",Fantasy Comedy,1 hrs. 41 min.,PG-13,N/A
legacy,http://www.boxofficemojo.com/movies/?id=legacy.htm,16519,"$11,364,985",Universal,"September 14, 1979",Horror,1 hrs. 42 min.,R,$2.5 million
dysfunktionalfamily,http://www.boxofficemojo.com/movies/?id=dysfunktionalfamily.htm,21371,"$2,255,000",Miramax,"April 4, 2003",Concert,1 hrs. 24 min.,R,N/A
clockers,http://www.boxofficemojo.com/movies/?id=clockers.htm,20725,"$13,071,518",Universal,"September 15, 1995",Crime Drama,2 hrs. 12 min.,R,N/A
fabulousbakerboys,http://www.boxofficemojo.com/movies/?id=fabulousbakerboys.htm,20708,"$18,428,904",Fox,"October 13, 1989",Music Drama,1 hrs. 54 min.,R,N/A
bestinshow,http://www.boxofficemojo.com/movies/?id=bestinshow.htm,20836,"$18,715,392",Warner Bros.,"September 29, 2000",Comedy,1 hrs. 30 min.,PG-13,$10 million
olivercompany97,http://www.boxofficemojo.com/movies/?id=olivercompany97.htm,21163,"$20,872,291Domestic Lifetime Gross: $74,151,346",Buena Vista,"March 29, 1996",Animation,1 hrs. 14 min.,G,N/A
raid,http://www.boxofficemojo.com/movies/?id=raid.htm,24105,"$4,105,187",Sony Classics,"March 23, 2012",Foreign / Action,1 hrs. 41 min.,R,N/A
anotherstakeout,http://www.boxofficemojo.com/movies/?id=anotherstakeout.htm,20648,"$20,208,496",Buena Vista,"July 23, 1993",Action Comedy,1 hrs. 49 min.,PG-13,N/A
faceoff,http://www.boxofficemojo.com/movies/?id=faceoff.htm,27137,"$112,276,146",Paramount,"June 27, 1997",Action,2 hrs. 18 min.,R,$80 million
greenzone,http://www.boxofficemojo.com/movies/?id=greenzone.htm,24699,"$35,053,660",Universal,"March 12, 2010",Thriller,1 hrs. 55 min.,R,$100 million
leap,http://www.boxofficemojo.com/movies/?id=leap.htm,22574,"$21,858,070Domestic Lifetime Gross: $24,702,560",Weinstein Company,"August 25, 2017",Animation,1 hrs. 29 min.,PG,N/A
stuartlittle,http://www.boxofficemojo.com/movies/?id=stuartlittle.htm,32948,"$140,035,367",Sony / Columbia,"December 17, 1999",Family Adventure,1 hrs. 24 min.,PG,$133 million
